Name of movie,YEAR,RATES,METASCORE,gross_collection,Votes,Watch Time,Genre,Certificate,Description,Director,Stars
Boston Strangler,2023,6.5,58,28854,28854,112,"Crime, Drama, History",R,Loretta McLaughlin was the reporter who first connected the murders and broke the story of the Boston Strangler. She and Jean Cole challenged the sexism of the early 1960s to report on the city's most notorious serial killer.,"
Matt Ruskin","Keira Knightley, Carrie Coon, Chris Cooper, Alessandro Nivola"
Kabzaa,2023,5.3,NAN,15212,15212,134,"Action, Crime, Thriller",UA,"In 1947 a Gandhi follower and a freedom fighter were brutally attacked. Due to unavoidable circumstances, the freedom fighter son gets trapped in the mafia world and the story revolves between 1942 to 1986.","Directors:
R. Chandru, 
Shivu Hiremath, 
Soori","Upendra, Sudeep, Shriya Saran, Shivarajkumar"
Evil Dead Rise,2023,6.6,69,118316,118316,96,Horror,A,"A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.","
Lee Cronin","Mirabai Pease, Richard Crouchley, Anna-Maree Thomas, Lily Sullivan"
Shazam! Fury of the Gods,2023,6.0,47,110193,110193,130,"Action, Adventure, Comedy",UA,"The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam.","
David F. Sandberg","Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler"
Tetris,2023,7.4,61,70888,70888,118,"Biography, Drama, History",A,"The story of how one of the world's most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pazhitnov join forces in the USSR, risking it all to bring it to the masses.","
Jon S. Baird","Taron Egerton, Mara Huf, Miles Barrow, Rick Yune"
John Wick: Chapter 4,2023,7.8,78,285114,285114,169,"Action, Crime, Thriller",A,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","
Chad Stahelski","Keanu Reeves, Laurence Fishburne, George Georgiou, Lance Reddick"
Hypnotic,2023,5.5,53,23047,23047,93,"Action, Mystery, Thriller",R,A detective investigates a mystery involving his missing daughter and a secret government program.,"
Robert Rodriguez","Ben Affleck, Alice Braga, JD Pardo, Dayo Okeniyi"
A Good Person,2023,7.0,50,14950,14950,128,Drama,R,"Follows Allison, whose life falls apart following her involvement in a fatal accident.","
Zach Braff","Florence Pugh, Morgan Freeman, Celeste O'Connor, Molly Shannon"
Bottoms,2023,7.0,77,14681,14681,91,Comedy,R,Two unpopular queer high school students start a fight club to have sex before graduation.,"
Emma Seligman","Rachel Sennott, Ayo Edebiri, Ruby Cruz, Havana Rose Liu"
Flamin' Hot,2023,6.9,58,13065,13065,99,"Biography, Drama, History",UA 13+,"This is the inspiring true story of Richard Montañez who, as a Frito Lay janitor, disrupted the food industry by channeling his Mexican heritage to turn Flamin' Hot Cheetos from a snack into an iconic global pop culture phenomenon.","
Eva Longoria","Jesse Garcia, Annie Gonzalez, Emilio Rivera, Vanessa Martinez"
Dungeons & Dragons: Honor Among Thieves,2023,7.3,72,191297,191297,134,"Action, Adventure, Comedy",UA,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","Directors:
John Francis Daley, 
Jonathan Goldstein","Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith"
Champions,2023,6.7,50,20157,20157,124,"Comedy, Drama, Sport",PG-13,"A former minor-league basketball coach is ordered by the court to manage a team of players with intellectual disabilities. He soon realizes that despite his doubts, together, this team can go further than they ever imagined.","
Bobby Farrelly","Woody Harrelson, Kaitlin Olson, Matt Cook, Ernie Hudson"
Scream VI,2023,6.5,61,104383,104383,122,"Horror, Mystery, Thriller",A,"In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.","Directors:
Matt Bettinelli-Olpin, 
Tyler Gillett","Courteney Cox, Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown"
Tu Jhoothi Main Makkaar,2023,6.0,NAN,24876,24876,150,"Comedy, Romance",UA,"Madness ensues when a 'player' in the world of romantic relationships finds a girl who's a worthy opponent, that believes love is a battle of wits.","
Luv Ranjan","Ranbir Kapoor, Shraddha Kapoor, Krrish Saini, Anubhav Singh Bassi"
65,2023,5.4,40,74154,74154,93,"Action, Adventure, Drama",UA,An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Directors:
Scott Beck, 
Bryan Woods","Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King"
Creed III,2023,6.8,73,84327,84327,116,"Drama, Sport",UA,"Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.","
Michael B. Jordan","Michael B. Jordan, Tessa Thompson, Jonathan Majors, Wood Harris"
We Have a Ghost,2023,6.1,53,29929,29929,126,"Adventure, Comedy, Family",UA 13+,"Finding a ghost named Ernest haunting their new home turns Kevin's family into overnight social media sensations. But when Kevin and Ernest investigate the mystery of Ernest's past, they become a target of the CIA.","
Christopher Landon","Jahi Di'Allo Winston, David Harbour, Anthony Mackie, Erica Ash"
Luther: The Fallen Sun,2023,6.4,53,58827,58827,129,"Crime, Drama, Mystery",A,Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,"
Jamie Payne","Idris Elba, Cynthia Erivo, Andy Serkis, Dermot Crowley"
Jesus Revolution,2023,7.1,46,11703,11703,120,Drama,PG-13,The true story of a national spiritual awakening in the early 1970s and its origins within a community of teenage hippies in Southern California.,"Directors:
Jon Erwin, 
Brent McCorkle","Joel Courtney, Jonathan Roumie, Kimberly Williams-Paisley, Anna Grace Barlow"
Selfiee,2023,5.7,NAN,12866,12866,148,"Action, Comedy, Drama",UA,"Bollywood superstar Vijay Kumar needs to obtain a new driving license from RTO officer Om Prakash Agarwal, a diehard fan of Vijay. A misunderstanding escalates into a feud which is played out in front of the entire country.","
Raj Mehta","Akshay Kumar, Mrunal Thakur, Emraan Hashmi, Nushrratt Bharuccha"
Cocaine Bear,2023,5.9,54,93732,93732,95,"Comedy, Thriller",A,"An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine.","
Elizabeth Banks","Keri Russell, Alden Ehrenreich, O'Shea Jackson Jr., Ray Liotta"
The Strays,2023,4.8,58,10829,10829,100,"Drama, Thriller",UA 16+,A woman's meticulously-crafted life of privilege unravels when two strangers show up in her quaint suburban town.,"
Nathaniel Martello-White","Ashley Madekwe, Bukky Bakray, Jorden Myrie, Samuel Paul Small"
Inside,2023,5.5,53,13243,13243,105,"Drama, Thriller",R,"Nemo, a high-end art thief, is trapped in a New York penthouse after his heist doesn't go as planned. Locked inside with nothing but priceless works of art, he must use all his cunning and ingenuity to survive.","
Vasilis Katsoupis","Willem Dafoe, Gene Bervoets, Eliza Stuyck, Andrew Blumenthal"
Reality,2023,6.7,83,13034,13034,83,Drama,N/A,A former American intelligence specialist was given the longest sentence for the unauthorized release of government information to the media about Russian interference in the 2016 United States elections via an email operation.,"
Tina Satter","Sydney Sweeney, Josh Hamilton, Marchánt Davis, Benny Elledge"
Kill Bok-soon,2023,6.6,67,10506,10506,137,"Action, Thriller",A,A single mother who is a renowned hired killer finds it difficult to achieve a balance between her personal and work life.,"
Sung-hyun Byun","Lee Jae-wook, Jeon Do-yeon, Esom, Lorna Duyn"
BlackBerry,2023,7.4,78,23461,23461,120,"Biography, Comedy, Drama",R,The story of the meteoric rise and catastrophic demise of the world's first smartphone.,"
Matt Johnson","Jay Baruchel, Glenn Howerton, Matt Johnson, Kelly Van der Burg"
Shehzada,2023,4.5,NAN,30604,30604,142,"Action, Comedy, Drama",UA,"Bantu is hated by his father Valmiki since he was a toddler. Samara, his boss, shows him affection and love until he discovers that the Jindals are his parents. Bantu decides to seek Jindals love and protect them from threats they facing.","
Rohit Dhawan","Kartik Aaryan, Kriti Sanon, Paresh Rawal, Manisha Koirala"
Ant-Man and the Wasp: Quantumania,2023,6.1,48,207189,207189,124,"Action, Adventure, Comedy",UA,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?","
Peyton Reed","Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer"
Sharper,2023,6.7,65,26173,26173,116,"Crime, Drama, Thriller",A,"Motivations are suspect, and expectations are turned chaos, as a con artist takes on Manhattan billionaires.","
Benjamin Caron","Julianne Moore, Sebastian Stan, Justice Smith, Briana Middleton"
Your Place or Mine,2023,5.7,49,35895,35895,109,"Comedy, Romance",UA 13+,Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.,"
Aline Brosh McKenna","Reese Witherspoon, Ashton Kutcher, Zoe Chao, Jesse Williams"
Magic Mike's Last Dance,2023,5.2,52,14190,14190,112,"Comedy, Drama",A,"Mike takes to the stage again, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. Mike heads to London with a wealthy socialite who lures him with an offer he can't refuse.","
Steven Soderbergh","Channing Tatum, Salma Hayek, Ayub Khan-Din, Jemelia George"
Winnie-the-Pooh: Blood and Honey,2023,2.9,16,21471,21471,84,Horror,N/A,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food.","
Rhys Frake-Waterfield","Nikolai Leon, Maria Taylor, Natasha Rose Mills, Amber Doig-Thorne"
Teen Wolf: The Movie,2023,5.6,51,13125,13125,140,"Action, Drama, Fantasy",15+,"A terrifying evil has emerged. The wolves howl once again, but only a Werewolf like Scott McCall, can gather both new allies and reunite trusted friends to fight back against what could be the most powerful and deadliest enemy.","
Russell Mulcahy","Tyler Posey, Crystal Reed, Holland Roden, Tyler Hoechlin"
Kranti,2023,5.5,NAN,10456,10456,163,"Action, Drama",UA,"When corrupt forces try to take over thousands of government schools in an Indian state, NRI businessman Kranti Rayanna must bring about a revolution to protect the interests of the students","
V. Harikrishna","Darshan Thoogudeep, Rachita Ram, V. Ravichandran, Sumalatha"
Pathaan,2023,5.9,47,147541,147541,146,"Action, Adventure, Thriller",UA,"An Indian agent races against a doomsday clock as a ruthless mercenary, with a bitter vendetta, mounts an apocalyptic attack against the country.","
Siddharth Anand","Shah Rukh Khan, Deepika Padukone, John Abraham, Dimple Kapadia"
Knock at the Cabin,2023,6.1,63,99816,99816,100,"Horror, Mystery, Thriller",A,"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse.","
M. Night Shyamalan","Dave Bautista, Jonathan Groff, Ben Aldridge, Nikki Amuka-Bird"
Past Lives,2023,8.0,94,31515,31515,105,"Drama, Romance",UA,"Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.","
Celine Song","Greta Lee, Teo Yoo, John Magaro, Moon Seung-ah"
Infinity Pool,2023,6.1,72,43295,43295,117,"Crime, Horror, Mystery",R,"James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.","
Brandon Cronenberg","Alexander Skarsgård, Mia Goth, Cleopatra Coleman, Dunja Sepcic"
Fair Play,2023,6.5,74,11884,11884,113,"Drama, Mystery, Thriller",R,"An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel far more than their recent engagement.","
Chloe Domont","Phoebe Dynevor, Alden Ehrenreich, Eddie Marsan, Rich Sommer"
Missing,2023,7.1,66,50750,50750,111,"Drama, Mystery, Thriller",UA,"After her mother goes missing, a young woman tries to find her from home, using tools available to her online.","Directors:
Nicholas D. Johnson, 
Will Merrick","Tim Griffin, Ava Zaria Lee, Nia Long, Kimberly Cheng"
You People,2023,5.5,50,59877,59877,117,"Comedy, Romance",A,"Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.","
Kenya Barris","Jonah Hill, Lauren London, Eddie Murphy, Julia Louis-Dreyfus"
Mission Majnu,2023,7.1,NAN,42939,42939,129,"Action, Drama, History",UA 16+,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.","
Shantanu Bagchi","Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi, Zakir Hussain"
Chhatriwali,2023,6.7,NAN,10715,10715,116,"Comedy, Drama",UA 13+,"Sanya is an unemployed chemistry genius looking for a job. However, she also wants to use her knowledge of chemistry to help young minds move beyond the taboos of sex with the right education.","
Tejas Prabha Vijay Deoskar","Rakul Preet Singh, Sumeet Vyas, Satish Kaushik, Dolly Ahluwalia"
Kuttey,2023,5.5,NAN,10404,10404,109,"Action, Comedy, Crime",A,"A van carrying crores of cash. One rainy night in the outskirts of Mumbai. Unaware of each other, three stray gangs cross paths on the hunt. Unfortunately, all of them have the same plan. Will they bite the bone or will they lose to greed?","
Aasmaan Bhardwaj","Tabu, Arjun Kapoor, Naseeruddin Shah, Konkona Sen Sharma"
Plane,2023,6.5,62,66950,66950,107,"Action, Adventure, Thriller",UA,A pilot finds himself caught in a war zone after he's forced to land his commercial aircraft during a terrible storm.,"
Jean-François Richet","Gerard Butler, Mike Colter, Tony Goldwyn, Yoson An"
