Name of movie,YEAR,RATES,METASCORE,gross_collection,Votes,Watch Time,Genre,Certificate,Description,Director,Stars
Kranti,2023,5.5,NAN,10456,10456,163,"Action, Drama",UA,"When corrupt forces try to take over thousands of government schools in an Indian state, NRI businessman Kranti Rayanna must bring about a revolution to protect the interests of the students","
V. Harikrishna","Darshan Thoogudeep, Rachita Ram, V. Ravichandran, Sumalatha"
"67th Street, New York, NY",2011,5.5,NAN,34901,34901,105,"Crime, Thriller",N/A,"A rookie detective Dylan Williams, hunt a serial killer who has a very twisted modus operandi.","
Enzo Zelocchi","Enzo Zelocchi, David Man, Ladae Bond, Casey Cadag"
65,2023,5.4,40,73838,73838,93,"Action, Adventure, Drama",UA,An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Directors:
Scott Beck, 
Bryan Woods","Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King"
Excess Baggage,1997,5.4,34,"14,327,206",14030,101,"Action, Comedy, Crime",UA,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.","
Marco Brambilla","Alicia Silverstone, Benicio Del Toro, Christopher Walken, Jack Thompson"
The Out-Laws,2023,5.4,36,30906,30906,95,"Action, Comedy, Crime",A,"A straight-laced bank manager about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.","
Tyler Spindel","Adam Devine, Pierce Brosnan, Ellen Barkin, Nina Dobrev"
The Forever Purge,2021,5.4,53,"44,539,245",40927,103,"Action, Crime, Horror",A,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end.,"
Everardo Gout","Ana de la Reguera, Tenoch Huerta, Josh Lucas, Leven Rambin"
Annabelle,I) (2014,5.4,37,"84,273,813",170211,99,"Horror, Mystery, Thriller",A,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,"
John R. Leonetti","Ward Horton, Annabelle Wallis, Alfre Woodard, Tony Amendola"
Gods of Egypt,2016,5.4,25,"31,153,464",122920,127,"Action, Adventure, Drama",UA,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","
Alex Proyas","Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman"
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.4,43,"29,999,213",74962,87,Horror,A,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.","
Jack Sholder","Robert Englund, Mark Patton, Kim Myers, Robert Rusler"
Wonder Woman 1984,2020,5.4,60,"46,370,364",284579,151,"Action, Adventure, Fantasy",UA,"Diana must contend with a work colleague, and with a businessman whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.","
Patty Jenkins","Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal"
The Mummy,2017,5.4,34,"80,101,125",200108,110,"Action, Adventure, Fantasy",A,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","
Alex Kurtzman","Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe"
Batman Forever,1995,5.4,51,"184,031,112",262365,121,"Action, Adventure",UA,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.","
Joel Schumacher","Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman"
Grown Ups 2,2013,5.4,19,"133,668,525",164496,101,Comedy,A,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.","
Dennis Dugan","Adam Sandler, Kevin James, Chris Rock, David Spade"
The Witches,2020,5.4,47,"203,571",44493,106,"Adventure, Comedy, Family",U,A young boy and his grandmother have a run-in with a coven of witches and their leader.,"
Robert Zemeckis","Anne Hathaway, Octavia Spencer, Stanley Tucci, Chris Rock"
Maximum Overdrive,1986,5.4,24,"7,433,663",34732,98,"Action, Comedy, Horror",A,A group of people try to survive when machines start to come alive and become homicidal.,"
Stephen King","Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith"
My Bloody Valentine,2009,5.4,51,"51,545,952",59107,101,"Horror, Mystery, Thriller",A,"Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent.","
Patrick Lussier","Jensen Ackles, Jaime King, Kerr Smith, Betsy Rue"
No One Gets Out Alive,2021,5.4,43,19545,19545,87,"Drama, Horror, Mystery",16,"After being forced to take a room in a boardinghouse, an immigrant in search of the American Dream finds herself in a nightmare she can't escape.","
Santiago Menghini","Phil Robertson, Joana Borja, Victoria Alcock, Cristina Rodlo"
3 from Hell,2019,5.4,50,17058,17058,115,"Action, Horror",R,"After barely surviving prison, the demented Firefly clan go on the run, unleashing a whole new wave of murder, madness and mayhem.","
Rob Zombie","Sheri Moon Zombie, Bill Moseley, Sid Haig, Jeff Daniel Phillips"
Shotgun Wedding,2022,5.4,46,35256,35256,101,"Action, Comedy, Romance",A,Darcy and Tom gather their families for the ultimate destination wedding but when the entire wedding party is taken hostage the bride and groom must save their loved ones--if they don't kill each other first.,"
Jason Moore","Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge"
Curve,2015,5.4,NAN,11262,11262,85,"Horror, Thriller",R,A soon-to-be bride on her way to a wedding rehearsal is having second thoughts and decides to take a detour. Car breaks down and a hitchiker offers help. Could it be fate?,"
Iain Softley","Julianne Hough, Teddy Sears, Penelope Mitchell, Madalyn Horcher"
Teeth,I) (2007,5.4,57,"347,578",45512,94,"Comedy, Fantasy, Horror",R,"Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.","
Mitchell Lichtenstein","Jess Weixler, John Hensley, Josh Pais, Hale Appleman"
Tank Girl,1995,5.4,46,"4,064,333",33785,104,"Action, Comedy, Sci-Fi",R,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.","
Rachel Talalay","Lori Petty, Ice-T, Naomi Watts, Don Harvey"
The Lawnmower Man,1992,5.4,42,"32,101,000",38066,108,"Horror, Sci-Fi",U,A simple man is turned into a genius through the application of computer science.,"
Brett Leonard","Jeff Fahey, Pierce Brosnan, Jenny Wright, Mark Bringelson"
The Counselor,2013,5.4,48,"16,973,715",104241,117,"Action, Adventure, Crime",R,A lawyer finds himself in over his head when he gets involved in drug trafficking.,"
Ridley Scott","Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem"
Killers,2010,5.4,21,"47,059,963",94873,100,"Action, Comedy, Romance",PG-13,"A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.","
Robert Luketic","Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara"
Ava,IV) (2020,5.4,39,"497,747",60577,96,"Action, Drama, Thriller",16,"Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.","
Tate Taylor","Jessica Chastain, John Malkovich, Common, Geena Davis"
Snake Eyes: G.I. Joe Origins,2021,5.4,43,43169,43169,121,"Action, Adventure, Crime",PG-13,A G.I. Joe spin-off centered around the character of Snake Eyes.,"
Robert Schwentke","Henry Golding, Andrew Koji, Haruka Abe, Takehiro Hira"
Godzilla,I) (1998,5.4,32,"136,314,294",199316,139,"Action, Sci-Fi, Thriller",UA,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,"
Roland Emmerich","Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria"
Replicas,2018,5.4,19,"4,046,429",41026,107,"Action, Drama, Sci-Fi",PG-13,A scientist becomes obsessed with bringing back his family members who died in a traffic accident.,"
Jeffrey Nachmanoff","Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz"
Aquamarine,2006,5.4,51,"18,595,716",44215,110,"Comedy, Family, Fantasy",PG,Two teenage girls discover a mermaid in their beach club's swimming pool.,"
Elizabeth Allen Rosenbaum","Emma Roberts, JoJo, Sara Paxton, Jake McDorman"
Poison Ivy,1992,5.4,51,"1,829,804",19685,93,"Drama, Thriller",UA,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,"
Katt Shea","Drew Barrymore, Sara Gilbert, Tom Skerritt, Cheryl Ladd"
Maid in Manhattan,2002,5.4,45,"94,011,225",94255,105,"Comedy, Drama, Romance",A,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.","
Wayne Wang","Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci"
Just My Luck,2006,5.4,29,"17,324,744",59988,108,"Comedy, Fantasy, Romance",U,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.","
Donald Petrie","Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner"
Countdown,III) (2019,5.4,31,43285,43285,90,"Horror, Thriller",18,"When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out.","
Justin Dec","Elizabeth Lail, Jordan Calloway, Talitha Eliana Bateman, Peter Facinelli"
Barely Lethal,2015,5.4,44,22940,22940,96,"Action, Comedy, Family",PG-13,"A teenage special ops agent coveting a ""normal"" adolescence fakes her own death and enrolls in a suburban high school. She quickly learns that surviving the treacherous waters of high school is more challenging than international espionage.","
Kyle Newman","Jaime King, Samuel L. Jackson, Madeleine Stack, Sophie Turner"
Turistas,2006,5.4,36,"7,025,803",40184,93,"Horror, Mystery, Thriller",R,A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.,"
John Stockwell","Josh Duhamel, Melissa George, Olivia Wilde, Desmond Askew"
Drive Angry,2011,5.4,44,"10,706,786",102246,104,"Action, Comedy, Fantasy",A,A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.,"
Patrick Lussier","Nicolas Cage, Amber Heard, William Fichtner, Billy Burke"
Serenity,I) (2019,5.4,37,"8,547,045",43859,106,"Drama, Mystery, Thriller",R,A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.,"
Steven Knight","Matthew McConaughey, Anne Hathaway, Diane Lane, Jason Clarke"
Tides,2021,5.4,52,11407,11407,104,"Action, Adventure, Sci-Fi",R,"Set in the distant future, a female astronaut, shipwrecked on the long-decimated Earth, must decide the fate of the wasteland's remaining populace.","
Tim Fehlbaum","Nora Arnezeder, Iain Glen, Sarah-Sofie Boussnina, Sope Dirisu"
Fatale,II) (2020,5.4,42,13640,13640,102,Thriller,A,"After a one-night stand, a successful married man finds himself entangled in a cunning police detective's latest investigation.","
Deon Taylor","Hilary Swank, Michael Ealy, Mike Colter, Damaris Lewis"
Winchester,2018,5.4,28,"25,091,816",36006,99,"Biography, Drama, Fantasy",PG-13,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.","Directors:
Michael Spierig, 
Peter Spierig","Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke"
Superintelligence,2020,5.4,41,12654,12654,106,"Action, Comedy, Romance",UA 13+,"When an all-powerful Superintelligence chooses to study average Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it's up to Carol to prove that people are worth saving.","
Ben Falcone","Melissa McCarthy, James Corden, Bobby Cannavale, Brian Tyree Henry"
Coneheads,1993,5.4,49,"21,274,717",56878,88,"Comedy, Sci-Fi",U,Aliens with conical crania crash-land on Earth.,"
Steve Barron","Dan Aykroyd, Jane Curtin, Robert Knott, Jonathan Penner"
You Should Have Left,2020,5.4,46,24110,24110,93,"Horror, Thriller",R,"A former banker, his actress wife, and their spirited daughter book a vacation at an isolated modern home in the Welsh countryside where nothing is quite as it seems.","
David Koepp","Kevin Bacon, Amanda Seyfried, Avery Tiiu Essex, Colin Blumenau"
Get Rich or Die Tryin',2005,5.4,45,"30,981,850",49083,117,"Biography, Crime, Drama",R,A tale of an inner city drug dealer who turns away from a life of crime to pursue his passion of rap music.,"
Jim Sheridan","50 Cent, Joy Bryant, Adewale Akinnuoye-Agbaje, Omar Benson Miller"
Mute,II) (2018,5.4,35,37344,37344,126,"Mystery, Sci-Fi, Thriller",18,A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.,"
Duncan Jones","Alexander Skarsgård, Paul Rudd, Justin Theroux, Levi Eisenblätter"
Voyagers,2021,5.4,44,24869,24869,108,"Adventure, Sci-Fi, Thriller",UA,"A crew of astronauts on a multi-generational mission descend into paranoia and madness, not knowing what is real or not.","
Neil Burger","Colin Farrell, Tye Sheridan, Lily-Rose Depp, Fionn Whitehead"
Evan Almighty,2007,5.4,37,"100,462,298",152781,96,"Comedy, Family, Fantasy",U,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,"
Tom Shadyac","Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons"
Earth Girls Are Easy,1988,5.4,66,"3,916,303",24655,100,"Comedy, Musical, Romance",N/A,A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.,"
Julien Temple","Geena Davis, Jeff Goldblum, Jim Carrey, Damon Wayans"
Aloha,I) (2015,5.4,40,"20,991,497",69702,105,"Comedy, Drama, Romance",PG-13,A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,"
Cameron Crowe","Bradley Cooper, Rachel McAdams, Emma Stone, Alec Baldwin"
