Name of movie,YEAR,RATES,METASCORE,gross_collection,Votes,Watch Time,Genre,Certificate,Description,Director,Stars
Professor Marston and the Wonder Women,2017,7.0,68,"1,585,362",27956,108,"Biography, Drama, History",R,"The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.","
Angela Robinson","Luke Evans, Rebecca Hall, Bella Heathcote, Connie Britton"
Breach,2007,7.0,74,"33,231,264",61235,110,"Biography, Crime, Drama",PG-13,"FBI upstart Eric O'Neill enters into a power game with his boss, Robert Hanssen, an agent who was put on trial for selling secrets to the Soviet Union.","
Billy Ray","Chris Cooper, Ryan Phillippe, Dennis Haysbert, Laura Linney"
Rabbit Hole,2010,7.0,76,"2,229,058",50647,91,Drama,PG-13,Life for a happy couple is turned upside down after their young son dies in an accident.,"
John Cameron Mitchell","Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller"
Taxi,I) (1998,7.0,NAN,"268,254",87419,89,"Action, Comedy, Crime",U,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.","
Gérard Pirès","Samy Naceri, Frédéric Diefenthal, Marion Cotillard, Manuela Gourary"
Er ist wieder da,2015,7.0,NAN,48289,48289,116,"Comedy, Drama, Fantasy",N/A,"Adolf Hitler wakes up in the 21st century. He quickly gains media attention, but while Germany finds him hilarious and charming, Hitler makes some serious observations about society.","
David Wnendt","Oliver Masucci, Thomas M. Köppl, Marc-Marvin Israel, David Gebigke"
Gridiron Gang,2006,7.0,52,"38,432,823",79333,125,"Biography, Crime, Drama",PG-13,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.","
Phil Joanou","Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy"
Kyûketsuki hantâ D,1985,7.0,NAN,16938,16938,80,"Animation, Action, Fantasy",N/A,"When Doris Lang is chosen as the next bride for the vampire Count Magnus Lee, she will hire a mysterious vampire hunter known only as D in an attempt to escape her ill-gotten fate.","
Toyoo Ashida","Kaneto Shiozawa, Michie Tomizawa, Seizô Katô, Satoko Kifuji"
Sid and Nancy,1986,7.0,76,"2,826,523",34025,112,"Biography, Drama, Music",Not Rated,"The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed.","
Alex Cox","Gary Oldman, Chloe Webb, David Hayman, Debby Bishop"
Yip Man 4,2019,7.0,62,"3,956,031",35506,107,"Action, Biography, Drama",U,The Kung Fu master travels to the U.S. where his student has upset the local martial arts community by opening a Wing Chun school.,"
Wilson Yip","Donnie Yen, Scott Adkins, Danny Kwok-Kwan Chan, Vanness Wu"
Martin,1977,7.0,68,"100,000",12174,95,"Drama, Horror",N/A,"A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges.","
George A. Romero","John Amplas, Lincoln Maazel, Christine Forrest, Elyane Nadeau"
Handsome Devil,2016,7.0,60,16317,16317,95,"Comedy, Drama, Sport",N/A,Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,"
John Butler","Fionn O'Shea, Ardal O'Hanlon, Amy Huberman, Ruairi O'Connor"
The Words,2012,7.0,37,"11,494,838",80544,102,"Drama, Mystery, Romance",PG-13,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.,"Directors:
Brian Klugman, 
Lee Sternthal","Bradley Cooper, Dennis Quaid, Olivia Wilde, Zoe Saldana"
Barefoot in the Park,1967,7.0,55,"19,994,515",20014,106,"Comedy, Romance",N/A,"Paul, a conservative young lawyer, marries the vivacious Corie. Their highly passionate relationship descends into comical discord in a five-flight New York City walk-up apartment.","
Gene Saks","Robert Redford, Jane Fonda, Charles Boyer, Mildred Natwick"
Bitva za Sevastopol,2015,7.0,NAN,13514,13514,110,"Action, Biography, Drama",N/A,"A story of Lyudmila Pavlichenko, the most successful female sniper in history.","
Sergey Mokritskiy","Yuliya Peresild, Evgeniy Tsyganov, Oleg Vasilkov, Nikita Tarasov"
Son of Rambow,2007,7.0,66,"1,784,769",32781,96,"Action, Adventure, Comedy",U,"During a long English summer in the early 1980s, two schoolboys from differing backgrounds set out to make a film inspired by First Blood (1982).","
Garth Jennings","Bill Milner, Will Poulter, Jessica Hynes, Anna Wing"
Becoming Jane,2007,7.0,55,"18,670,946",64131,120,"Biography, Drama, Romance",PG,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,"
Julian Jarrold","Anne Hathaway, James McAvoy, Julie Walters, James Cromwell"
Paid in Full,2002,7.0,49,"3,042,188",13754,97,"Action, Crime, Drama",A,"A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience.","
Charles Stone III","Mekhi Phifer, Wood Harris, Chi McBride, Kevin Carroll"
Fisherman's Friends,2019,7.0,45,10754,10754,112,"Comedy, Drama, Music",PG-13,"Ten fisherman from Cornwall are signed by Universal Records and achieve a top ten hit with their debut album, ""Sea Shanties.""","
Chris Foggin","James Purefoy, Meadow Nobrega, David Hayman, Maggie Steed"
Pawn Sacrifice,2014,7.0,65,"2,436,062",48199,115,"Biography, Drama, History",UA,"Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire.","
Edward Zwick","Tobey Maguire, Liev Schreiber, Peter Sarsgaard, Michael Stuhlbarg"
Playing by Heart,1998,7.0,55,"3,956,212",20067,121,"Comedy, Drama, Romance",Not Rated,Eleven articulate people work through affairs of the heart in Los Angeles.,"
Willard Carroll","Gillian Anderson, Ellen Burstyn, Sean Connery, Anthony Edwards"
The Kids Are All Right,2010,7.0,86,"20,811,365",133304,106,"Comedy, Drama, Romance",R,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,"
Lisa Cholodenko","Annette Bening, Julianne Moore, Mark Ruffalo, Mia Wasikowska"
The Peanuts Movie,2015,7.0,67,"130,178,411",48626,88,"Animation, Adventure, Comedy",G,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.","
Steve Martino","Noah Schnapp, Bill Melendez, Hadley Belle Miller, Francesca Capaldi"
Journey to the Center of the Earth,1959,7.0,NAN,"10,000,000",18979,129,"Adventure, Family, Fantasy",N/A,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,"
Henry Levin","James Mason, Pat Boone, Arlene Dahl, Diane Baker"
Competencia oficial,2021,7.0,79,13329,13329,115,"Comedy, Drama",R,A wealthy businessman hires a famous filmmaker to help make a smash hit film.,"Directors:
Mariano Cohn, 
Gastón Duprat","Penélope Cruz, Antonio Banderas, Oscar Martínez, José Luis Gómez"
Loving,2016,7.0,79,"7,696,098",35848,123,"Biography, Drama, Romance",PG-13,"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.","
Jeff Nichols","Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford"
Two Lovers,2008,7.0,74,"3,148,482",42617,110,"Drama, Romance",R,A Brooklyn-set romantic drama about a bachelor torn between the family friend his parents wish he would marry and his beautiful but volatile new neighbor.,"
James Gray","Joaquin Phoenix, Gwyneth Paltrow, Vinessa Shaw, Anne Joyce"
Io sono l'amore,2009,7.0,79,"5,005,465",23526,120,"Drama, Romance",R,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.","
Luca Guadagnino","Tilda Swinton, Flavio Parenti, Edoardo Gabbriellini, Alba Rohrwacher"
Oklahoma!,1955,7.0,74,13606,13606,145,"Comedy, Drama, Musical",N/A,"In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.","
Fred Zinnemann","Gordon MacRae, Gloria Grahame, Gene Nelson, Charlotte Greenwood"
Pit and the Pendulum,1961,7.0,78,"4,360,000",15840,80,"Drama, Horror, Mystery",N/A,"In the sixteenth century, Francis Barnard travels to Spain to clarify the strange circumstances of his sister's death after she had married the son of a cruel Spanish Inquisitor.","
Roger Corman","Vincent Price, Barbara Steele, John Kerr, Luana Anders"
Miracle Mile,1988,7.0,NAN,"1,145,404",11870,87,"Action, Drama, Romance",N/A,A young man hears a chance phone call telling him that a nuclear war has started and missiles will hit his city in 70 minutes.,"
Steve De Jarnatt","Anthony Edwards, Mare Winningham, John Agar, Lou Hancock"
Suite Française,2014,7.0,63,27940,27940,107,"Drama, Romance, Thriller",N/A,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Lieutenant Bruno von Falk (Matthias Schoenaerts), a German soldier.","
Saul Dibb","Michelle Williams, Kristin Scott Thomas, Margot Robbie, Eric Godon"
"Hello, Dolly!",1969,7.0,51,"7,239,608",16475,146,"Adventure, Comedy, Musical",N/A,"Matchmaker Dolly Levi travels to Yonkers to find a partner for ""half-a-millionaire"" Horace Vandergelder, convincing his niece, his niece's intended, and his two clerks to travel to New York City along the way.","
Gene Kelly","Barbra Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew"
Quatermass and the Pit,1967,7.0,NAN,11101,11101,97,"Horror, Mystery, Sci-Fi",N/A,"A mysterious artifact is unearthed in London, and famous scientist Bernard Quatermass is called in to divine its origins and explain its strange effects on people.","
Roy Ward Baker","James Donald, Andrew Keir, Barbara Shelley, Julian Glover"
Coffee and Cigarettes,2003,7.0,65,"1,971,135",66315,95,"Comedy, Drama, Music",UA,A series of vignettes that all have coffee and cigarettes in common.,"
Jim Jarmusch","Bill Murray, Tom Waits, Roberto Benigni, RZA"
Hang 'Em High,1968,7.0,62,41748,41748,114,"Drama, Western",A,"When an innocent man barely survives a lynching, he returns as a lawman determined to bring the vigilantes to justice.","
Ted Post","Clint Eastwood, Inger Stevens, Pat Hingle, Ed Begley"
The Sure Thing,1985,7.0,76,"18,135,531",21752,100,"Comedy, Drama, Romance",N/A,"Walter Gibson is a university freshman going through a dry spell. His old buddy arranges a ""sure thing"" for him in California. Gibson and his classmate Allison then take a long road trip out to Cali, and both foil each other's plans.","
Rob Reiner","John Cusack, Daphne Zuniga, Anthony Edwards, Boyd Gaines"
An Unfinished Life,2005,7.0,49,"8,586,392",32621,108,"Drama, Family, Romance",PG-13,"Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.","
Lasse Hallström","Jennifer Lopez, Robert Redford, Morgan Freeman, Josh Lucas"
American Animals,2018,7.0,68,"2,856,954",47929,116,"Biography, Crime, Drama",R,Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,"
Bart Layton","Spencer Reinhard, Warren Lipka, Eric Borsuk, Chas Allen"
The Trouble with Harry,1955,7.0,74,40321,40321,99,"Comedy, Mystery",A,"Harry's dead and, while no one really minds, everyone feels responsible. After Harry's body is found in the woods, several locals must determine not only how and why he was killed but what to do with the body.","
Alfred Hitchcock","John Forsythe, Shirley MacLaine, Edmund Gwenn, Mildred Natwick"
Exotica,1994,7.0,72,"4,183,379",20709,103,Drama,A,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.","
Atom Egoyan","Bruce Greenwood, Elias Koteas, Don McKellar, Mia Kirshner"
The Return of the Pink Panther,1975,7.0,61,"41,833,347",28824,113,"Comedy, Crime, Mystery",N/A,"Inspector Jacques Clouseau is put on the case when the Pink Panther diamond is stolen, with the Phantom's trademark glove the only clue.","
Blake Edwards","Peter Sellers, Christopher Plummer, Catherine Schell, Herbert Lom"
Danny Collins,2015,7.0,58,"5,348,317",32736,106,"Biography, Comedy, Drama",R,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,"
Dan Fogelman","Al Pacino, Annette Bening, Jennifer Garner, Bobby Cannavale"
Funny Face,1957,7.0,75,32121,32121,103,"Comedy, Musical, Romance",U,An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.,"
Stanley Donen","Audrey Hepburn, Fred Astaire, Kay Thompson, Michel Auclair"
An Action Hero,2022,7.0,NAN,31039,31039,130,"Action, Comedy, Crime",U,"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.","
Anirudh Iyer","Ayushmann Khurrana, Jaideep Ahlawat, Neeraj Madhav, Gautam Joglekar"
Million Dollar Arm,2014,7.0,56,"36,447,959",47305,124,"Biography, Drama, Sport",PG,A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,"
Craig Gillespie","Jon Hamm, Aasif Mandvi, Alan Arkin, Suraj Sharma"
Miss Potter,2006,7.0,57,"2,975,649",31207,88,"Biography, Drama, Romance",PG,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness, and success.","
Chris Noonan","Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn"
The Zookeeper's Wife,2017,7.0,57,"17,445,186",45510,127,"Biography, Drama, History",A,"Keepers of the Warsaw Zoo, Antonina and Jan Zabinski, must save hundreds of people and animals during the Nazi invasion in WWII Poland.","
Niki Caro","Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford"
The Merchant of Venice,2004,7.0,63,"3,765,585",37705,131,"Drama, Romance",R,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.","
Michael Radford","Al Pacino, Joseph Fiennes, Lynn Collins, Jeremy Irons"
Behind the Candelabra,2013,7.0,NAN,44900,44900,118,"Biography, Drama, Music",N/A,A chronicle of the tempestuous six-year romance between megastar singer Liberace and his young lover Scott Thorson.,"
Steven Soderbergh","Michael Douglas, Matt Damon, Scott Bakula, Eric Zuckerman"
The Christmas Chronicles,2018,7.0,52,78704,78704,104,"Adventure, Comedy, Family",7,"The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about.","
Clay Kaytis","Kurt Russell, Darby Camp, Judah Lewis, Oliver Hudson"
Gomorra,2008,7.0,87,"1,577,639",50528,137,"Crime, Drama",N/A,"Scampia Vele is the Corbusian architecture which has become a stronghold for Mafia of Naples, Italy.","
Matteo Garrone","Gianfelice Imparato, Salvatore Abbruzzese, Toni Servillo, Simone Sacchettino"
The One I Love,2014,7.0,66,"511,635",42262,91,"Comedy, Drama, Fantasy",R,"A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.","
Charlie McDowell","Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason"
The Salton Sea,2002,7.0,41,"764,554",31707,103,"Crime, Drama, Mystery",R,"After a tragic incident, a man drifts into a world populated by thugs and speed junkies.","
D.J. Caruso","Val Kilmer, Vincent D'Onofrio, Adam Goldberg, Luis Guzmán"
If Only,2004,7.0,NAN,33414,33414,92,"Comedy, Drama, Fantasy",PG-13,It takes a tragedy to teach the young businessman Ian to put love ahead of work and open up to his musician girlfriend Samantha.,"
Gil Junger","Jennifer Love Hewitt, Paul Nicholls, Tom Wilkinson, Diana Hardcastle"
Heart and Souls,1993,7.0,56,"16,581,714",18524,104,"Comedy, Drama, Fantasy",PG-13,An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.,"
Ron Underwood","Robert Downey Jr., Charles Grodin, Alfre Woodard, Kyra Sedgwick"
Holy Motors,2012,7.0,84,48152,48152,115,"Drama, Fantasy",N/A,"A man boards a limousine to be driven to his day's work: nine mysterious ""appointments.""","
Leos Carax","Denis Lavant, Edith Scob, Eva Mendes, Kylie Minogue"
Two Mules for Sister Sara,1970,7.0,62,"11,500,000",29722,116,"Adventure, Drama, Romance",A,"When a former Civil War soldier saves a nun from a gang of bandits, they team up to help the Mexicans in their war against the French.","
Don Siegel","Clint Eastwood, Shirley MacLaine, Manolo Fábregas, Alberto Morin"
The Kid Detective,2020,7.0,74,21302,21302,100,"Comedy, Drama, Mystery",R,"A once-celebrated kid detective, now 32, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.","
Evan Morgan","Kaitlyn Chalmers-Rizzato, Adam Brody, Kaleb Horn, Wendy Crewson"
Bobby,I) (2006,7.0,54,"11,242,801",42581,117,"Biography, Drama, History",R,"The story of the assassination of U.S. Senator Robert F. Kennedy, who was shot in the early morning hours of June 5, 1968 in the Ambassador Hotel in Los Angeles, California, and twenty-two people in the hotel, whose lives were never the same.","
Emilio Estevez","Anthony Hopkins, Demi Moore, Sharon Stone, Harry Belafonte"
Iris,I) (2001,7.0,76,"1,292,119",18884,91,"Biography, Drama, Romance",N/A,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.","
Richard Eyre","Judi Dench, Jim Broadbent, Kate Winslet, Hugh Bonneville"
Slacker,1990,7.0,69,"1,228,108",22978,97,"Comedy, Drama",R,"A day in the life of Austin, Texas as the camera roams from place to place and provides a brief look at the overeducated, the social misfits, the outcasts and the oddballs.","
Richard Linklater","Richard Linklater, Rudy Basquez, Jean Caffeine, Jan Hockey"
The Water Diviner,2014,7.0,50,"4,190,530",77200,111,"Drama, History, War",R,An Australian man travels to Turkey after the Battle of Gallipoli to try to locate his three missing sons.,"
Russell Crowe","Russell Crowe, Olga Kurylenko, Jai Courtney, Isabel Lucas"
Tom yum goong,2005,7.0,52,"11,905,519",38500,111,"Action, Crime, Drama",R,"A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective, Kham must take on all comers, including a gang led by an evil woman and her two deadly bodyguards.","
Prachya Pinkaew","Tony Jaa, Nathan Jones, Xing Jin, Phetthai Vongkumlao"
Hondo,1953,7.0,79,12033,12033,83,"Drama, Romance, War",PG,Army dispatch rider Hondo Lane discovers a woman and young son living in the midst of warring Apaches and becomes their protector.,"
John Farrow","John Wayne, Geraldine Page, Ward Bond, Michael Pate"
Abominable,2019,7.0,61,"60,716,390",41279,97,"Animation, Adventure, Comedy",U,Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.,"Directors:
Jill Culton, 
Todd Wilderman","Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Joseph Izzo"
The Trip,I) (2010,7.0,NAN,"2,014,922",23192,112,"Comedy, Drama",N/A,"Steve Coogan has been asked by The Observer to tour the country's finest restaurants, but after his girlfriend backs out on him he must take his best friend and source of eternal aggravation, Rob Brydon.","
Michael Winterbottom","Steve Coogan, Rob Brydon, Rebecca Johnson, Elodie Harrod"
Thunder Road,2018,7.0,79,19024,19024,92,"Comedy, Drama",N/A,A police officer faces a personal meltdown following a divorce and the death of his mother.,"
Jim Cummings","Jim Cummings, Kendal Farr, Nican Robinson, Jocelyn DeBoer"
Ying,2018,7.0,81,"521,396",17571,116,"Action, Adventure, Fantasy",Not Rated,"In a Chinese royal court, an army commander secretly trains a ""shadow"" to retake a city against the wishes of the king.","
Yimou Zhang","Chao Deng, Li Sun, Ryan Zheng, Qianyuan Wang"
Dragon: The Bruce Lee Story,1993,7.0,69,"35,112,679",32309,120,"Action, Biography, Drama",A,A fictionalized account of the life of the martial arts superstar.,"
Rob Cohen","Jason Scott Lee, Lauren Holly, Robert Wagner, Michael Learned"
Valmont,1989,7.0,55,"1,132,112",14055,137,"Drama, Romance",N/A,"France before 1789: When a widow hears that her lover is to marry her cousin's daughter, she asks the playboy Valmont to take the girl's virginity. But first she bets him, with her body as prize, to seduce a virtuous, young, married woman.","
Milos Forman","Colin Firth, Annette Bening, Meg Tilly, Fairuza Balk"
Croupier,1998,7.0,75,"6,198,916",23028,94,"Crime, Drama",N/A,"An aspiring writer is hired as a croupier at a casino, where he realizes that his life as a croupier would make a great novel.","
Mike Hodges","Clive Owen, Nick Reding, Nicholas Ball, Alexander Morton"
The Little Death,2014,7.0,46,"18,238",27419,96,"Comedy, Drama, Romance",N/A,The secret lives of five suburban couples living in Sydney reveal both the fetishes and the repercussions that come with sharing them.,"
Josh Lawson","Bojana Novakovic, Josh Lawson, Damon Herriman, Kate Mulvany"
The Vikings,1958,7.0,NAN,"7,000,000",15262,116,"Action, Adventure, History",N/A,A slave and a Viking prince fight for the love of a captive princess.,"
Richard Fleischer","Kirk Douglas, Tony Curtis, Ernest Borgnine, Janet Leigh"
The Grand Seduction,2013,7.0,57,"3,408,966",18802,113,Comedy,PG-13,"To survive, a dying Newfoundland fishing village must convince a young doctor to take up residence by any means necessary.","
Don McKellar","Taylor Kitsch, Brendan Gleeson, Liane Balaban, Gordon Pinsent"
Find Me Guilty,2006,7.0,65,"1,173,673",35639,125,"Biography, Comedy, Crime",R,"In the late 1980s, a low level gangster named Jackie DiNorscio defends himself in court in what became the longest criminal trial in American judicial history.","
Sidney Lumet","Vin Diesel, Peter Dinklage, Ron Silver, Alex Rocco"
The End of the Affair,1999,7.0,65,"10,660,147",23598,102,"Drama, Romance",U,A desperate man tries to find out why his beloved left him years ago.,"
Neil Jordan","Ralph Fiennes, Julianne Moore, Stephen Rea, Heather-Jay Jones"
Deep Cover,1992,7.0,67,"16,639,799",13420,107,"Action, Crime, Thriller",A,A uniformed police officer is recruited by the DEA to infiltrate a drug smuggling ring looking to expand its operation.,"
Bill Duke","Laurence Fishburne, Jeff Goldblum, Lira Angel, René Assa"
Alfie,1966,7.0,70,"18,871,300",15430,114,"Comedy, Drama",A,An unrepentant ladies' man gradually begins to understand the consequences of his lifestyle.,"
Lewis Gilbert","Michael Caine, Shelley Winters, Millicent Martin, Julia Foster"
The Lookout,2007,7.0,73,"4,600,585",60087,99,"Crime, Drama, Thriller",R,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.","
Scott Frank","Joseph Gordon-Levitt, Jeff Daniels, Matthew Goode, Isla Fisher"
Runway 34,2022,7.0,NAN,29683,29683,145,"Drama, Thriller",UA,"Inspired by true incidents, ""Runway 34"" revolves around Captain Vikrant Khanna played by Ajay Devgn, a flying prodigy, whose flight takes a mysterious course after take-off from an international destination.","
Ajay Devgn","Ajay Devgn, Amitabh Bachchan, Rakul Preet Singh, CarryMinati"
Away We Go,2009,7.0,58,"9,451,946",54683,98,"Comedy, Drama, Romance",R,"A couple expecting their first child travels the U.S. seeking the perfect ""family home."" They have misadventures and find fresh connections with relatives and old friends who help them discover ""home"" on their own terms for the first time.","
Sam Mendes","John Krasinski, Maya Rudolph, Allison Janney, Carmen Ejogo"
Niagara,1953,7.0,70,19221,19221,92,"Film-Noir, Thriller",N/A,"As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder.","
Henry Hathaway","Marilyn Monroe, Joseph Cotten, Jean Peters, Max Showalter"
Gorillas in the Mist: The Story of Dian Fossey,1988,7.0,NAN,"24,720,479",28547,129,"Biography, Drama",U,"The story of Dian Fossey, a scientist who came to Africa to study the vanishing mountain gorillas, and later fought to protect them.","
Michael Apted","Sigourney Weaver, Bryan Brown, Julie Harris, John Omirah Miluwi"
Yip Man 3,2015,7.0,57,"2,679,437",58934,105,"Action, Biography, Drama",UA,"When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.","
Wilson Yip","Donnie Yen, Lynn Xiong, Jin Zhang, Mike Tyson"
Pollock,2000,7.0,77,"8,596,914",29101,122,"Biography, Drama",R,"A film about the life and career of the American painter, Jackson Pollock.","
Ed Harris","Ed Harris, Marcia Gay Harden, Robert Knott, Molly Regan"
Dream Girl,III) (2019,7.0,NAN,15795,15795,132,"Comedy, Romance",UA,"Rom-com Movie, directed by Raaj Shaandilyaa, stars Ayushmann Khurrana who plays a 'dream girl'. In every love story, there is always one trying to win the heart of the other, who could be the 'dream girl'.","
Raaj Shaandilyaa","Ayushmann Khurrana, Nushrratt Bharuccha, Annu Kapoor, Manjot Singh"
Red Rock West,1993,7.0,79,"2,502,551",24202,98,"Crime, Drama, Thriller",U,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.","
John Dahl","Nicolas Cage, Dennis Hopper, Lara Flynn Boyle, Craig Reay"
The 7th Voyage of Sinbad,1958,7.0,NAN,"6,976,000",14262,88,"Action, Adventure, Family",A,"When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.","
Nathan Juran","Kerwin Mathews, Kathryn Grant, Richard Eyer, Torin Thatcher"
Teorema,1968,7.0,NAN,14800,14800,98,"Drama, Mystery",N/A,"A mysterious young man seduces each member of a bourgeois family. When he suddenly leaves, how will their lives change?","
Pier Paolo Pasolini","Silvana Mangano, Terence Stamp, Massimo Girotti, Anne Wiazemsky"
Mohabbatein,2000,7.0,NAN,32058,32058,216,"Drama, Musical, Romance",U,"A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.","
Aditya Chopra","Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj"
Miss Pettigrew Lives for a Day,2008,7.0,63,"12,294,036",29373,92,"Comedy, Romance",A,"Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse.","
Bharat Nalluri","Frances McDormand, Amy Adams, Ciarán Hinds, David Alexander"
The Angels' Share,2012,7.0,66,"304,357",26453,101,"Comedy, Crime, Drama",N/A,"Narrowly avoiding jail, new dad Robbie vows to turn over a new leaf. A visit to a whisky distillery inspires him and his mates to seek a way out of their hopeless lives.","
Ken Loach","Paul Brannigan, John Henshaw, Roger Allam, Gary Maitland"
Les visiteurs,1993,7.0,NAN,"700,000",37019,107,"Comedy, Fantasy",R,"A medieval knight and his servant ask a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead, they fly away to the 20th century.","
Jean-Marie Poiré","Christian Clavier, Jean Reno, Valérie Lemercier, Marie-Anne Chazel"
The ODESSA File,1974,7.0,NAN,"1,113,301",11792,130,"Drama, Thriller",U,"Following the suicide of an elderly Jewish man, a journalist in possession of the man's diary investigates the alleged sighting of a former S.S. Captain, who commanded a concentration camp during World War II.","
Ronald Neame","Jon Voight, Maximilian Schell, Maria Schell, Mary Tamm"
Geukhanjikeob,2019,7.0,NAN,"1,565,885",12257,111,"Action, Comedy, Crime",N/A,"A police undercover operation takes a delicious, unexpected turn.","
Lee Byeong-heon","Seung-ryong Ryu, Lee Hanee, Jin Seon-kyu, Lee Dong-hwi"
The Quiet American,2002,7.0,84,"12,987,647",29322,101,"Drama, Romance, Thriller",U,An old British reporter vies with a young U.S. doctor for the affections of a beautiful Vietnamese woman.,"
Phillip Noyce","Michael Caine, Brendan Fraser, Thi Hai Yen Do, Rade Serbedzija"
Non si sevizia un paperino,1972,7.0,NAN,10304,10304,105,"Horror, Mystery, Thriller",N/A,"When a southern Italian town is rocked by a string of child murders, the police and two urban outcasts search for the culprit amid scapegoating within the superstitious community.","
Lucio Fulci","Florinda Bolkan, Barbara Bouchet, Tomas Milian, Irene Papas"
Sultan,2016,7.0,NAN,"6,200,000",50048,170,"Action, Drama, Romance",UA,"Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds.","
Ali Abbas Zafar","Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh"
